,name,fold,auc,params,estimator
25,appendicitis,12,0.6323529411764706,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
26,appendicitis,13,0.7573529411764706,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
27,appendicitis,13,0.7573529411764706,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
28,appendicitis,14,0.7205882352941175,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
29,appendicitis,14,0.7205882352941175,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
30,appendicitis,15,0.8411764705882352,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
31,appendicitis,15,0.8411764705882352,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
32,appendicitis,16,0.5955882352941176,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
33,appendicitis,16,0.5955882352941176,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
34,appendicitis,17,0.9705882352941176,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
35,appendicitis,17,0.9705882352941176,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
36,appendicitis,18,0.5661764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
37,appendicitis,18,0.5661764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
38,appendicitis,19,0.7205882352941175,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
39,appendicitis,19,0.7205882352941175,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
40,appendicitis,20,0.7411764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
41,appendicitis,20,0.7411764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
42,appendicitis,21,0.5955882352941176,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
43,appendicitis,21,0.5955882352941176,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
44,appendicitis,22,0.875,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
45,appendicitis,22,0.875,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
46,appendicitis,23,0.6691176470588236,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
47,appendicitis,23,0.6691176470588236,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
48,appendicitis,24,0.8161764705882352,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
49,appendicitis,24,0.8161764705882352,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
50,appendicitis,25,0.6705882352941176,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
51,appendicitis,25,0.6705882352941176,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
52,appendicitis,26,0.875,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
53,appendicitis,26,0.875,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
54,appendicitis,27,0.7205882352941175,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
55,appendicitis,27,0.7205882352941175,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
56,appendicitis,28,0.4411764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
