,name,fold,r2,params,estimator
53,diabetes,26,0.5292463157894729,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
54,diabetes,27,-0.7044462264150955,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
55,diabetes,27,-0.7084160377358506,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
56,diabetes,28,-0.0632900050225993,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
57,diabetes,28,-0.0632900050225993,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
58,diabetes,29,-0.09986899166035346,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
59,diabetes,29,-0.08325216072782848,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
60,diabetes,30,-0.8059926267281181,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
61,diabetes,30,-0.7989264976958599,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
62,diabetes,31,0.24119903773107,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
63,diabetes,31,0.2403249050392492,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
64,diabetes,32,0.07314895936570187,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
65,diabetes,32,0.07314895936570187,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
66,diabetes,33,-2.6064443113772344,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
67,diabetes,33,-2.62892095808382,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
68,diabetes,34,0.2552939130434786,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
69,diabetes,34,0.2552939130434786,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
70,diabetes,35,0.5341936569222274,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
71,diabetes,35,0.5439869277440696,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
72,diabetes,36,-0.28936016722407776,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
73,diabetes,36,-0.28936016722407776,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
74,diabetes,37,0.272945573770487,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
75,diabetes,37,0.2725593442622901,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
76,diabetes,38,0.03594547837483364,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
77,diabetes,38,0.03594547837483364,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
78,diabetes,39,-0.005793736951985151,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
79,diabetes,39,-0.006306054279751505,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
80,diabetes,40,0.003170999999990709,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
81,diabetes,40,0.003170999999990709,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
82,diabetes,41,0.30937390903502815,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
83,diabetes,41,0.31083426551935533,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
84,diabetes,42,0.20005311885360866,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
85,diabetes,42,0.20005311885360866,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
86,diabetes,43,0.2330388342934595,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
87,diabetes,43,0.2544054218908841,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
88,diabetes,44,0.24604235634260796,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
89,diabetes,44,0.24604235634260796,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
90,diabetes,45,0.27086257634647426,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
91,diabetes,45,0.271587173792338,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
92,diabetes,46,0.233689698630138,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
93,diabetes,46,0.233689698630138,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
94,diabetes,47,-0.3603891225232525,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
95,diabetes,47,-0.3603891225232525,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
96,diabetes,48,-0.4786297640653494,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
97,diabetes,48,-0.47803738656988704,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
98,diabetes,49,0.43331109139307655,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
99,diabetes,49,0.4276777284826949,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
100,diabetes,50,0.2737534979423858,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
101,diabetes,50,0.2737534979423858,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
102,diabetes,51,0.36471852678571415,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
103,diabetes,51,0.37159472402597415,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
104,diabetes,52,0.6002962666666676,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
105,diabetes,52,0.600341200000001,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
106,diabetes,53,-0.11397012377294713,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
107,diabetes,53,-0.11397012377294713,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
108,diabetes,54,-3.0841900000000244,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
109,diabetes,54,-3.0841900000000244,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
110,diabetes,55,0.31856546666666874,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
111,diabetes,55,0.31856546666666874,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
112,diabetes,56,0.5344569597069605,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
113,diabetes,56,0.5344569597069605,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
114,diabetes,57,0.03324387047031108,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
115,diabetes,57,0.030675366229755974,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
116,diabetes,58,0.4460591693887094,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
117,diabetes,58,0.44171684554363233,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
118,diabetes,59,-0.7468864608076144,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
119,diabetes,59,-0.7468864608076144,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
120,diabetes,60,-0.9743993529411932,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
121,diabetes,60,-0.9417113529411916,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
122,diabetes,61,0.3073978207236855,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
123,diabetes,61,0.3073978207236855,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
124,diabetes,62,0.6553107344632789,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
125,diabetes,62,0.6553107344632789,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
126,diabetes,63,-8.103750437317812,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
127,diabetes,63,-8.092282215743467,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
128,diabetes,64,0.5024745697896733,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
129,diabetes,64,0.5026256214149123,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
130,diabetes,65,0.23311450417052582,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
131,diabetes,65,0.23311450417052582,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
132,diabetes,66,0.40280638977635685,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
133,diabetes,66,0.4020345047923314,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
134,diabetes,67,-0.6992901315789566,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
135,diabetes,67,-0.7036743421052722,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
136,diabetes,68,0.08557777777777631,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
137,diabetes,68,0.0844888888888875,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
138,diabetes,69,0.020579441624360317,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
139,diabetes,69,0.020579441624360317,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
140,diabetes,70,0.31243309352518245,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
141,diabetes,70,0.31339568345324,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
142,diabetes,71,0.5031946962828657,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
143,diabetes,71,0.5031946962828657,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
144,diabetes,72,0.3575724615384609,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
145,diabetes,72,0.3575724615384609,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
146,diabetes,73,0.043086175115198855,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
147,diabetes,73,0.04577373271888563,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
148,diabetes,74,-1.033114796747963,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
149,diabetes,74,-1.033114796747963,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
150,diabetes,75,0.1636502304147387,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
151,diabetes,75,0.16882419354837974,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
152,diabetes,76,-0.7115294642857195,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
153,diabetes,76,-0.7115294642857195,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
154,diabetes,77,-0.5805333333333342,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
155,diabetes,77,-0.5848890476190487,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
156,diabetes,78,0.5780142771684951,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
157,diabetes,78,0.5766640877367901,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
158,diabetes,79,0.2145486421080952,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
159,diabetes,79,0.2145486421080952,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
160,diabetes,80,-0.11373291443850686,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
161,diabetes,80,-0.11659679144385438,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
162,diabetes,81,0.12524234317343397,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
163,diabetes,81,0.12524234317343397,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
164,diabetes,82,0.6623631818181841,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
165,diabetes,82,0.6623631818181841,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
166,diabetes,83,0.25556439416492993,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
